INSNO;INSDP;INSBO;INSID;INLIE;INSAR;INSLO;INVSN;INVSC;INSQS;INSUS;INVL1
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 578 4,90M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010006;19FA10439;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76574 3,75M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010006;"19FA10413 L4,45";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"16T838 3,85ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"16T855 3,85ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010006;"22EU 293659 5,9";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 66105 4,20 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010006;"21EUR264107 4,1";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 6571 3,50M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"20EC 254172 4,2";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010006;19FA10158;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";012688;"22EUR287834 4,7";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";012688;19FA6311;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;20EC254172;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 16284 3,55M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"20EC 265376 4,1";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;20EC254170;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;19FA10406;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"19FA8155 L4,35";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"19FA8273 L4,05";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"21EUR263424 3,1";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"19FA8271 LG4,1";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"21EUR265358 4,3";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N°69854  4,15 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;"20EC 254170 4,6";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010002;232668;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"13N 775 3,70M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"13N 756 3,00M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76487 3,80M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 75310  4,15M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 781 5,80M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 77161 3,50 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"RA18090218 4,8M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76361 3,10ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76551 3,60M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"19FA10152 3,55L";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76345 3,60ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 564 5,50M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"15T 6988 2,60ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 69810 4,20 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 69866 3,55M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"13N 778 3,50M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N°70093 3,95M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"16T864 3,75ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 16259  6,30M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"23EUR311763 3,9";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N°70794  5,60 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N°07317 4,10";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 66121 3,90 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76663 3,55M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 770 3,40M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 760 4,70M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;RA19030422;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 69832 4,15 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"RA19040778 5,5M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 16265 5,10M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 570 3,30M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 70089 3,45 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 565 4,50M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;N°CHENE27;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 5467 3,70ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 74957  4,05M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"1 035Q";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 761 3,60M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"15T 223 3,30ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;1701TINV;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 66114 4,50 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 70870 5,80M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"23EUR320768 3,5";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"16T354 3,90ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"21EUR281074 4,3";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"13N 84072 5,60M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 77080 3,85M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 7661 4,65M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"21EUR268138 5,9";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76371 3,15M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"22EUR298924 4,5";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"14N 553 3,00M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"22EUR299898 4,3";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;N°62455;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;227610;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"15T 370 3,75ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"23R20010507 4,8";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76335 3,45ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"22EUR298370 4,7";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76365 3,45M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"22EUR299893 4,0";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"RA19040777 6,1M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"23R20010510 4,4";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 70104 3,95M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";010021;"21EUR260224 4,1";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;RA18090157;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 66599 4,55 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"15T 7646 2,70ML";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"19FA10102 3,6LG";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N° 69982 3,15 M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76394 3,80M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;N°62532;;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"22EU 291046 2,8";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"19FA10453 5,2LG";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 6573 3,50M";;0;0;M3;N
002605;AQB;"A3 03 A003";INV_LOT;"Inventaire test lot";23010305;"N 76338 3,40ML";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"21EU 289154 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"23EUR311780 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;3667;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"21EU289163 4,2";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"21EUR249976 4,1";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;20EUR252885;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"23EUR313629 4,9";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"23EUR290408 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"23EUR290464 4,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"23EUR307904 5,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"19FA6307 L4,85";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"22EU 284785 4,2";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"19FA6311 L5,05";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;20EC261569;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;20EUR251722;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;20EC261877;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"22EUR287834 4,7";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"20EC 261877 5,3";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"23EUR312421 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"21EUR256646 4,9";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"22EU 285845 4,7";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"22EU 290063 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;226655;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;19FA6311;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"22EU 291095 4,1";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"23EUR297425 5,1";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"21EUR278568 4,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"19FA6301 LG5,05";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;23EUR290972;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010012;"22EUR285181 4,9";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010017;"21EUR283875 4,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010017;"23EUR311804 4,3";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010017;"23EUR311943 4,5";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010017;"23EUR311052 6,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"23EUR299415 4,3";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"20EC 250369 4,1";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;20EC250369;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"20EC 264766 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;20EC254206;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"23EUR289120 4,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"20EUR250383 4,2";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;20EC264766;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"23EUR289113 4,2";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;"20EC 254206 4,2";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;238714;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010024;20EUR250383;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;"22SIBC 086636";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;"22EUR303737 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;"21R16050500 3,8";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;"19RA 13090267";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;"22EUR282374 3,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";008668;"22SIBC 085319";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N13106 3,65ML";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°64437 4,20 ML";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°58827 3,35";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°63164  4,20 M";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N033 3,40 MLS";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°63128 4,30ML";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"22EUR286554 3,6";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N035 5,05 MLS";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°56901 3,40";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"21EUR272168 3,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°56821 3,50";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"N°56615  4,15";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"21EUR272302 3,5";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";23010128;"23EUR311763 3,9";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"19FA9484 L3,75";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"23EUR317997 5,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"23EUR317322 5,0";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"19FA8679 LG3,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"22EUR291047 4,3";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"19FA8021 L3,55";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"22EUR291327 4,5";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"22EUR290901 4,1";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010015;"22EU291506 4,4";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"23EUR312854 4,9";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"23EUR312029 4,5";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"21EU 289172 4,3";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"23EUR313525 4,5";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;20EUR257015;;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;"23EUR311943 4,5";;0;0;M3;N
002605;AQB;"A3 04 A001";INV_LOT;"Inventaire test lot";010018;20EUR257044;;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"22SDC264113 6,0";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61759 5,45MLS";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"22EUR298374 3,9";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°62567 4,44ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC263704 3,6";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°54933 3,40ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"RA19090118 3,3L";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR303748 3,8";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"21EUR290596 3,0";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61796 5,95MLS";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC258927 3,1L";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22SIBC 086636";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"22EUR304965 3,9";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61996 3,95ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC 258974 2,8";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61795 6,20MLS";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"21EUR290786 2,6";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR303741 3,9";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC 263698 3,8";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°49483 4,10ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC 258927 3,1";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR303737 4,4";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"23R22110225 3,5";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°49457 3,90ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC263698 3,8L";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°54935 3,50ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"298467 LG 3,8";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61985 4,35ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"21EUR278593 3,9";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°49761 3,40ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"21EUR294739 2,5";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°56494 3,27";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"21EUR290698 3,0";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22GRZ278772 4,6";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"23R22100552 2,8";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61798 5,40MLS";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"23EUR303125 2,6";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"23EUR303003 2,5";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"RA19090124 3,4L";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°48773 3,50ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";009518;"20EC2587974 2,8";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR290802 3,2";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61757 5,65MLS";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°64736 3,20 ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°56584 3,25";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N64009 3,50ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR303745 4,0";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;01;;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N0 64599 3,40 M";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61766 5,10MLS";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR302446 3,0";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N° 56838 3,30";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N° 56569 3,25";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"N°61624 4,05ML";;0;0;M3;N
002605;AQB;"A3 04 A002";INV_LOT;"Inventaire test lot";23010115;"22EUR302983 3,6";;0;0;M3;N
