INSNO;INSDP;INSBO;INSID;INLIE;INSAR;INSLO;INVSN;INVSC;INSQS;INSUS;INVL1
002605;AQB;"A3 01 A001";INV_LOT;"Inventaire test lot";009538;"224307  4,1";;0;0;M3;N
002605;AQB;"A3 01 A001";INV_LOT;"Inventaire test lot";009538;141104;;0;0;M3;N
002605;AQB;"A3 01 A001";INV_LOT;"Inventaire test lot";009538;141094;;0;0;M3;N
002605;AQB;"A3 01 A001";INV_LOT;"Inventaire test lot";009538;"22AVE161142 6,0";;0;0;M3;N
002605;AQB;"A3 01 A001";INV_LOT;"Inventaire test lot";009538;77200;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;20BAR62230;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;A7;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;"21CIBM 7841802";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;A6;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;"22BAR1463 3,0";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;20BAR62231;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;20BAA6;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;"19BA62274 LG4,2";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;"22BARI62912 3,0";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009596;19BA62274;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009591;A10;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009591;A5;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009591;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009591;A3;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"23BAR 1509 3,0M";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"21BAR 220 4,0M";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"20BAR 62037";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"23BAR 1506 3,0M";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"23BAR 1507 3,0M";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"19BA71885 LG5,0";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009601;"24GMB105171 5,3";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;83642;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;20BAA2;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;20BAA1;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;20BAR62231;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;20BAR679;;0;0;M3;N
002605;AQB;"A3 01 A002";INV_LOT;"Inventaire test lot";009598;A8;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;20BAR62230;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;A7;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;"21CIBM 7841802";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;A6;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;"22BAR1463 3,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;20BAR62231;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;20BAA6;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;"19BA62274 LG4,2";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;"22BARI62912 3,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009596;19BA62274;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"19BA71908 LG6,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"22GRZ278772 4,6";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;83642;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;20BAA2;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;20BAA1;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;A9;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;20BAR62231;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"22BAR1463 3,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;20BAR679;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"19BA71909 LG6,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009598;A8;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;"22BARI62895 6,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"23BAR 1656 3,0M";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;"20BAR 62037";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;A3;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;"19BA62122 LG5,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;"22BARI62912 3,0";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;"23BAR 1635 3,0M";;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;20BAA2;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;A4;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;20BAR62231;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009599;19GMBNR715656,1;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;19BA71909;;0;0;M3;N
002605;AQB;"A3 01 A003";INV_LOT;"Inventaire test lot";009594;20BAR62652;;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";015940;"22TOL321742 4,0";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";23011430;N°CHATAIGNIER80;;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";23011430;"N° 3659 3,20 ML";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";23011430;"N 20133 3,30M";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";015943;"22GRZ278772 4,6";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";23011430;"N 20131 2,90M";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";009567;20162;;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";23011430;"20133  3,30";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";23011430;N20133;;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";009516;"22GRZ278770 3,7";;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";009567;20163;;0;0;M3;N
002605;AQB;"A3 01 A004";INV_LOT;"Inventaire test lot";009568;20165;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"23TOL322763 2,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"22SDC264111 6,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;140772;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"23TOL322763 2,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"22AVE149616 3,3";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"23AVE167086 4,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"22SDC264113 6,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"22SDC264112 6,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"23AVE169757 4,4";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"224307  4,1";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;14771;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"23SDC266204 4,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009531;"22EUR287834 4,7";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;19AVE-149666;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"22AVE162052 4,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"20AE 154785";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"22AVE157227 4,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"19AV.EST 149661";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;147675;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"22AVE165277 3,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"23AVE166572 3,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;147683;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;77200;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009527;"23SDC264403 4,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"19AVE150123 4,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"23AVE156772 4,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"23AVE162248 4,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;146841;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"23EUR321538 3,4";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"20AE 152270 4,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"21AVE158303 4,3";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;146840;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"22AVE162052 4,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;19AVE-148734;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"19AV.EST 147279";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;20AE152289;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"20EA148605 4,0L";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;146939;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"23R22110225 3,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009525;"23AVE161131 4,1";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"23SDC267517 3,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"23AVE167921 4,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"23AVE167047 4,3";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"224307  4,1";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"23AVE167914 4,2";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"22SDC265801 4,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"21AVE158301 4,4";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"23R22110566 2,9";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009535;"22SDC265014 6,1";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"23SDC267532 3,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"23SDC267531 3,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009534;"23SDC267516 3,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"250369 4,10";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009534;"20SDC 260879";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;20EUR269454;;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"23SDC267517 3,5";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"SC21 263092 3,2";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"23AVE167921 4,6";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";013036;"23SDC267533 3,0";;0;0;M3;N
002605;AQB;"A3 02 A001";INV_LOT;"Inventaire test lot";009534;"23SDC267517 3,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"22SDC264682 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;142312;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;20AVE150126;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;20AE145108;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"21AVE149677 3,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"22AVE165277 3,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;19AVE-145395;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;1701FINV0401;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;20AVE154797;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"23AVE169757 4,4";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;19AVE-147923;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;20AVE15140;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"22SDC264683 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;224312;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;138372;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"21AVE161140 5,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"19AVE150119 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"21AVE157236 3,8";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"224307  4,1";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"22SDC264684 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"23SDC264403 4,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"23AVE166576 3,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;141125;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"23AVE166542 3,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;"20AE 154785";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;224308;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009528;1701FINV04012;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"19AVE 148864";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;224307;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;224306;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009529;"22SDC261383 4,7";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"22SDC264111 6,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;140772;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"23TOL322763 2,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"22AVE149616 3,3";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"23AVE167086 4,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"22SDC264113 6,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"22SDC264112 6,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"23AVE169757 4,4";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"224307  4,1";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;14771;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"23SDC266204 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009531;"22EUR287834 4,7";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009526;19AVE-148862;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009526;"22AVE165258 3,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009526;"22AVE162761 3,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009526;"20AE152294 3,5L";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009526;19AVE-148658;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009526;"22AVE165277 3,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";012691;"21EUR267727 3,3";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";012691;"23R22110566 2,9";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";012691;872A;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009591;A10;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";012691;"22EU 274393 3,4";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009591;A5;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"23SDC267476 4,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"23SDC266204 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009591;"PAS DE REF";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"22SDC265801 4,0";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;144012;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009591;A3;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;41065;;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"23SDC267480 4,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"21CIBM 7841802";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"19AV.EST 148867";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"23SDC267479 4,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"22SDC265757 4,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"23SDC267478 4,5";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"EUR313338 3,2";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"19AV 148841 4,4";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"21AVE159626 4,7";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"23TOL322763 2,6";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009533;"20 SDC 261409";;0;0;M3;N
002605;AQB;"A3 02 A002";INV_LOT;"Inventaire test lot";009527;19AVE-149666;;0;0;M3;N
