SNOCLI;SNOBON;SNTA02;SNTC07;SNTPRO;SNTROF;SNTAGE;SNTDEP;SNTBOS;SNTBOA;SNTBOM;SNTBOJ;SNTVEN;SNTLIS;SNTLIA;SNTLIM;SNTLIJ;SNTRFC;SNTRFS;SNTRFA;SNTRFM;SNTRFJ;SEOLIG;SCOLIG;SENART;SENROF;SENTYP;SENQTE;SENLIS;SENLIA;SENLIM;SENLIJ;SENREV;SENPRI;SENTCD;SENCSA;SENDS1;SNTTCD;SENMAJ;SENMIN;SENB17;SENN05;SENC48;SENB41
442;2944453;2;944453;AC;;;;;;;;EOL;20;24;05;31;;;;;;;;;;;;20;24;05;31;;;;;;;;;;;;
