SNOCLI;SNOBON;SNTA02;SNTC07;SNTPRO;SNTROF;SNTAGE;SNTDEP;SNTBOS;SNTBOA;SNTBOM;SNTBOJ;SNTVEN;SNTLIS;SNTLIA;SNTLIM;SNTLIJ;SNTRFC;SNTRFS;SNTRFA;SNTRFM;SNTRFJ;SEOLIG;SCOLIG;SENART;SENROF;SENTYP;SENQTE;SENLIS;SENLIA;SENLIM;SENLIJ;SENREV;SENPRI;SENTCD;SENCSA;SENDS1;SNTTCD;SENMAJ;SENMIN;SENB17;SENN05;SENC48;SENB41
416;944454/D;4;944454;AC;R
416;AC944454;C;AC;R;AQA;AQA;20;24;05;16;AC;20;24;05;17;GUILBAUT;20;24;05;16;001;;018911;R;;9
