SNOCLI;SNOBON;SNTA02;SNTC07;SNTPRO;SNTROF;SNTAGE;SNTDEP;SNTBOS;SNTBOA;SNTBOM;SNTBOJ;SNTVEN;SNTLIS;SNTLIA;SNTLIM;SNTLIJ;SNTRFC;SNTRFS;SNTRFA;SNTRFM;SNTRFJ;SEOLIG;SCOLIG;SENART;SENROF;SENTYP;SENQTE;SENLIS;SENLIA;SENLIM;SENLIJ;SENREV;SENPRI;SENTCD;SENCSA;SENDS1;SNTTCD;SENMAJ;SENMIN;SENB17;SENN05;SENC48;SENB41
442;944451/D;4;944451;AC;R
442;AC944451;C;AC;R;AQA;AQA;20;24;05;16;AC;20;24;05;21;PARTHENAY;20;24;05;16;001
442;AC944451;C;AC;R;AQA;AQA;20;24;05;16;AC;20;24;05;21;PARTHENAY;20;24;05;16;002
