SNOCLI;SNOBON;SNTA02;SNTC07;SNTPRO;SNTROF;SNTAGE;SNTDEP;SNTBOS;SNTBOA;SNTBOM;SNTBOJ;SNTVEN;SNTLIS;SNTLIA;SNTLIM;SNTLIJ;SNTRFC;SNTRFS;SNTRFA;SNTRFM;SNTRFJ;SEOLIG;SCOLIG;SENART;SENROF;SENTYP;SENQTE;SENLIS;SENLIA;SENLIM;SENLIJ;SENREV;SENPRI;SENTCD;SENCSA;SENDS1;SNTTCD;SENMAJ;SENMIN;SENB17;SENN05;SENC48;SENB41
327;1944455;2;944455;AC;;;;;;;;EOL;20;24;05;23;;;;;;;;;;;;20;24;05;23
